survey_id,step,step_idx,model_id,seed_song_id,genre,playlist_number,relevance,novelty,satisfaction,age,country,age_group,model_type
25,2,1,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,5,1,18,GBR,<20,Multimodal (Simple)
25,3,2,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,4,3,18,GBR,<20,Multimodal (Simple)
25,4,3,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,5,3,18,GBR,<20,Unimodal (Audio Only)
25,5,4,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,5,3,18,GBR,<20,Unimodal (Audio Only)
25,6,5,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,4,4,3,18,GBR,<20,Unimodal (Audio Only)
25,7,6,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,4,3,18,GBR,<20,Multimodal (Advanced)
25,8,7,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,3,1,18,GBR,<20,Multimodal (Advanced)
25,9,8,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,4,3,4,18,GBR,<20,Multimodal (Advanced)
26,1,0,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,4,4,1,20,GBR,20-35,Unimodal (Audio Only)
26,2,1,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,5,2,4,20,GBR,20-35,Unimodal (Audio Only)
26,3,2,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,20,GBR,20-35,Unimodal (Audio Only)
26,4,3,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,20,GBR,20-35,Multimodal (Advanced)
26,5,4,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,3,3,20,GBR,20-35,Multimodal (Advanced)
26,6,5,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,20,GBR,20-35,Multimodal (Advanced)
26,7,6,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,20,GBR,20-35,Multimodal (Simple)
26,8,7,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,2,2,20,GBR,20-35,Multimodal (Simple)
26,9,8,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,20,GBR,20-35,Multimodal (Simple)
27,1,0,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,5,1,21,GBR,20-35,Unimodal (Audio Only)
27,2,1,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,4,3,21,GBR,20-35,Unimodal (Audio Only)
27,3,2,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,4,1,21,GBR,20-35,Unimodal (Audio Only)
27,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,5,2,21,GBR,20-35,Multimodal (Simple)
27,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,4,2,21,GBR,20-35,Multimodal (Simple)
27,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,5,2,21,GBR,20-35,Multimodal (Simple)
27,7,6,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,5,2,21,GBR,20-35,Multimodal (Advanced)
27,8,7,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,3,1,21,GBR,20-35,Multimodal (Advanced)
27,9,8,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,4,3,21,GBR,20-35,Multimodal (Advanced)
28,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,3,4,1,18,GBR,<20,Multimodal (Advanced)
28,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,3,2,18,GBR,<20,Multimodal (Advanced)
28,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,2,3,18,GBR,<20,Multimodal (Advanced)
28,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,18,GBR,<20,Multimodal (Simple)
28,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,2,2,18,GBR,<20,Multimodal (Simple)
28,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,1,2,18,GBR,<20,Multimodal (Simple)
28,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,18,GBR,<20,Unimodal (Audio Only)
28,8,7,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,1,3,18,GBR,<20,Unimodal (Audio Only)
28,9,8,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,18,GBR,<20,Unimodal (Audio Only)
29,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,4,3,3,28,GBR,20-35,Multimodal (Advanced)
29,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,4,1,28,GBR,20-35,Multimodal (Advanced)
29,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,5,3,28,GBR,20-35,Multimodal (Advanced)
29,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,4,2,28,GBR,20-35,Multimodal (Simple)
29,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,5,1,28,GBR,20-35,Multimodal (Simple)
29,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,4,1,28,GBR,20-35,Multimodal (Simple)
29,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,3,3,3,28,GBR,20-35,Unimodal (Audio Only)
29,8,7,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,4,3,28,GBR,20-35,Unimodal (Audio Only)
29,9,8,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,2,2,28,GBR,20-35,Unimodal (Audio Only)
30,1,0,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,18,GBR,<20,Unimodal (Audio Only)
30,2,1,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,18,GBR,<20,Unimodal (Audio Only)
30,3,2,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,18,GBR,<20,Unimodal (Audio Only)
30,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,18,GBR,<20,Multimodal (Simple)
30,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,18,GBR,<20,Multimodal (Simple)
30,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,18,GBR,<20,Multimodal (Simple)
30,7,6,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,18,GBR,<20,Multimodal (Advanced)
30,8,7,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,2,2,18,GBR,<20,Multimodal (Advanced)
30,9,8,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,4,4,4,18,GBR,<20,Multimodal (Advanced)
31,1,0,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,3,2,3,19,GBR,<20,Unimodal (Audio Only)
31,2,1,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,4,3,19,GBR,<20,Unimodal (Audio Only)
31,3,2,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,1,2,19,GBR,<20,Unimodal (Audio Only)
31,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,3,1,3,19,GBR,<20,Multimodal (Simple)
31,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,1,2,19,GBR,<20,Multimodal (Simple)
31,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,3,1,19,GBR,<20,Multimodal (Simple)
31,7,6,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,4,2,4,19,GBR,<20,Multimodal (Advanced)
31,8,7,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,3,3,19,GBR,<20,Multimodal (Advanced)
31,9,8,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,4,2,19,GBR,<20,Multimodal (Advanced)
32,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,18,KEN,<20,Multimodal (Advanced)
32,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,2,2,18,KEN,<20,Multimodal (Advanced)
32,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,1,1,18,KEN,<20,Multimodal (Advanced)
32,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,5,1,18,KEN,<20,Multimodal (Simple)
32,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,5,1,18,KEN,<20,Multimodal (Simple)
32,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,5,1,18,KEN,<20,Multimodal (Simple)
32,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,5,1,18,KEN,<20,Unimodal (Audio Only)
32,8,7,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,5,1,18,KEN,<20,Unimodal (Audio Only)
32,9,8,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,4,1,18,KEN,<20,Unimodal (Audio Only)
33,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,4,1,21,GBR,20-35,Multimodal (Advanced)
33,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,3,1,21,GBR,20-35,Multimodal (Advanced)
33,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,1,2,21,GBR,20-35,Multimodal (Advanced)
33,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,21,GBR,20-35,Multimodal (Simple)
33,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,21,GBR,20-35,Multimodal (Simple)
33,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,21,GBR,20-35,Multimodal (Simple)
33,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,21,GBR,20-35,Unimodal (Audio Only)
33,8,7,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,21,GBR,20-35,Unimodal (Audio Only)
33,9,8,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,2,1,21,GBR,20-35,Unimodal (Audio Only)
34,1,0,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,60,DEU,>35,Unimodal (Audio Only)
34,2,1,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,2,3,60,DEU,>35,Unimodal (Audio Only)
34,3,2,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,3,3,60,DEU,>35,Unimodal (Audio Only)
34,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,2,2,60,DEU,>35,Multimodal (Simple)
34,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,60,DEU,>35,Multimodal (Simple)
34,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,3,3,60,DEU,>35,Multimodal (Simple)
34,7,6,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,3,3,3,60,DEU,>35,Multimodal (Advanced)
34,8,7,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,3,3,60,DEU,>35,Multimodal (Advanced)
34,9,8,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,3,3,60,DEU,>35,Multimodal (Advanced)
35,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,4,3,4,18,DEU,<20,Multimodal (Advanced)
35,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,4,4,18,DEU,<20,Multimodal (Advanced)
35,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,4,2,18,DEU,<20,Multimodal (Advanced)
35,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,4,4,1,18,DEU,<20,Multimodal (Simple)
35,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,5,3,18,DEU,<20,Multimodal (Simple)
35,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,4,4,18,DEU,<20,Multimodal (Simple)
35,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,5,3,5,18,DEU,<20,Unimodal (Audio Only)
35,8,7,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,5,3,18,DEU,<20,Unimodal (Audio Only)
35,9,8,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,3,4,18,DEU,<20,Unimodal (Audio Only)
36,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,4,4,18,GBR,<20,Multimodal (Advanced)
36,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,5,1,5,18,GBR,<20,Multimodal (Advanced)
36,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,3,4,18,GBR,<20,Multimodal (Advanced)
36,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,4,2,18,GBR,<20,Multimodal (Simple)
36,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,4,2,18,GBR,<20,Multimodal (Simple)
36,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,3,3,18,GBR,<20,Multimodal (Simple)
36,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,5,5,18,GBR,<20,Unimodal (Audio Only)
36,8,7,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,4,5,5,18,GBR,<20,Unimodal (Audio Only)
36,9,8,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,4,5,5,18,GBR,<20,Unimodal (Audio Only)
37,1,0,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,4,3,19,GBR,<20,Multimodal (Simple)
37,2,1,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,4,3,4,19,GBR,<20,Multimodal (Simple)
37,3,2,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,2,3,19,GBR,<20,Multimodal (Simple)
37,4,3,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,1,1,19,GBR,<20,Unimodal (Audio Only)
37,5,4,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,4,1,5,19,GBR,<20,Unimodal (Audio Only)
37,6,5,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,4,3,19,GBR,<20,Unimodal (Audio Only)
37,7,6,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,2,2,19,GBR,<20,Multimodal (Advanced)
37,8,7,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,3,3,19,GBR,<20,Multimodal (Advanced)
37,9,8,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,4,3,3,19,GBR,<20,Multimodal (Advanced)
38,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,3,3,3,23,GBR,20-35,Multimodal (Advanced)
38,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,2,1,23,GBR,20-35,Multimodal (Advanced)
38,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,4,2,23,GBR,20-35,Multimodal (Advanced)
38,4,3,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,4,1,4,23,GBR,20-35,Unimodal (Audio Only)
38,5,4,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,5,3,23,GBR,20-35,Unimodal (Audio Only)
38,6,5,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,4,3,4,23,GBR,20-35,Unimodal (Audio Only)
38,7,6,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,3,1,23,GBR,20-35,Multimodal (Simple)
38,8,7,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,5,1,23,GBR,20-35,Multimodal (Simple)
38,9,8,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,5,1,23,GBR,20-35,Multimodal (Simple)
39,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,33,CHE,20-35,Multimodal (Advanced)
39,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,33,CHE,20-35,Multimodal (Advanced)
39,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,33,CHE,20-35,Multimodal (Advanced)
39,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,33,CHE,20-35,Multimodal (Simple)
39,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,33,CHE,20-35,Multimodal (Simple)
39,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,33,CHE,20-35,Multimodal (Simple)
39,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,33,CHE,20-35,Unimodal (Audio Only)
39,8,7,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,33,CHE,20-35,Unimodal (Audio Only)
39,9,8,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,33,CHE,20-35,Unimodal (Audio Only)
40,1,0,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,5,3,21,GBR,20-35,Unimodal (Audio Only)
40,2,1,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,3,1,4,21,GBR,20-35,Unimodal (Audio Only)
40,3,2,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,4,2,5,21,GBR,20-35,Unimodal (Audio Only)
40,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,5,3,21,GBR,20-35,Multimodal (Simple)
40,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,5,3,21,GBR,20-35,Multimodal (Simple)
40,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,5,3,21,GBR,20-35,Multimodal (Simple)
40,7,6,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,5,3,21,GBR,20-35,Multimodal (Advanced)
40,8,7,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,2,4,21,GBR,20-35,Multimodal (Advanced)
40,9,8,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,3,3,21,GBR,20-35,Multimodal (Advanced)
41,1,0,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,3,2,2,19,GBR,<20,Unimodal (Audio Only)
41,2,1,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,4,2,19,GBR,<20,Unimodal (Audio Only)
41,3,2,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,5,1,19,GBR,<20,Unimodal (Audio Only)
41,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,4,2,19,GBR,<20,Multimodal (Simple)
41,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,4,1,19,GBR,<20,Multimodal (Simple)
41,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,5,1,19,GBR,<20,Multimodal (Simple)
41,7,6,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,3,3,3,19,GBR,<20,Multimodal (Advanced)
41,8,7,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,5,1,19,GBR,<20,Multimodal (Advanced)
41,9,8,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,5,1,19,GBR,<20,Multimodal (Advanced)
42,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,4,3,18,GBR,<20,Multimodal (Advanced)
42,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,3,2,18,GBR,<20,Multimodal (Advanced)
42,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,3,4,18,GBR,<20,Multimodal (Advanced)
42,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,4,4,4,18,GBR,<20,Multimodal (Simple)
42,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,4,2,18,GBR,<20,Multimodal (Simple)
42,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,4,2,18,GBR,<20,Multimodal (Simple)
42,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,4,3,18,GBR,<20,Unimodal (Audio Only)
42,8,7,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,4,3,4,18,GBR,<20,Unimodal (Audio Only)
42,9,8,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,3,3,18,GBR,<20,Unimodal (Audio Only)
43,1,0,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,1,3,19,GBR,<20,Unimodal (Audio Only)
43,2,1,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,4,1,4,19,GBR,<20,Unimodal (Audio Only)
43,3,2,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,3,5,19,GBR,<20,Unimodal (Audio Only)
43,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,3,3,19,GBR,<20,Multimodal (Simple)
43,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,3,1,19,GBR,<20,Multimodal (Simple)
43,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,2,1,19,GBR,<20,Multimodal (Simple)
43,7,6,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,3,2,19,GBR,<20,Multimodal (Advanced)
43,8,7,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,5,2,19,GBR,<20,Multimodal (Advanced)
43,9,8,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,3,3,4,19,GBR,<20,Multimodal (Advanced)
44,1,0,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,2,5,3,19,GBR,<20,Multimodal (Simple)
44,2,1,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,3,4,19,GBR,<20,Multimodal (Simple)
44,3,2,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,5,4,19,GBR,<20,Multimodal (Simple)
44,4,3,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,4,3,5,19,GBR,<20,Multimodal (Advanced)
44,5,4,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,5,2,19,GBR,<20,Multimodal (Advanced)
44,6,5,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,2,4,3,19,GBR,<20,Multimodal (Advanced)
44,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,5,5,5,19,GBR,<20,Unimodal (Audio Only)
44,8,7,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,2,5,4,19,GBR,<20,Unimodal (Audio Only)
44,9,8,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,5,3,19,GBR,<20,Unimodal (Audio Only)
45,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,18,DEU,<20,Multimodal (Advanced)
45,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,18,DEU,<20,Multimodal (Advanced)
45,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,18,DEU,<20,Multimodal (Advanced)
45,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,18,DEU,<20,Multimodal (Simple)
45,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,18,DEU,<20,Multimodal (Simple)
45,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,18,DEU,<20,Multimodal (Simple)
45,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,18,DEU,<20,Unimodal (Audio Only)
45,8,7,model1,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,18,DEU,<20,Unimodal (Audio Only)
45,9,8,model1,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,18,DEU,<20,Unimodal (Audio Only)
46,1,0,model3,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,3,4,2,25,DEU,20-35,Multimodal (Advanced)
46,2,1,model3,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,25,DEU,20-35,Multimodal (Advanced)
46,3,2,model3,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,25,DEU,20-35,Multimodal (Advanced)
46,4,3,model2,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,25,DEU,20-35,Multimodal (Simple)
46,5,4,model2,2WfaOiMkCvy7F5fcp2zZ8L,Pop/Synthpop,2,1,1,1,25,DEU,20-35,Multimodal (Simple)
46,6,5,model2,4vUmTMuQqjdnvlZmAH61Qk,Pop/R&B,3,1,1,1,25,DEU,20-35,Multimodal (Simple)
46,7,6,model1,0dqGfCMAGyDgpUAgLNOjWd,Metal/Hard Rock,1,1,1,1,25,DEU,20-35,Unimodal (Audio Only)
